,pKa
2qrq/2qrq_cplx.pdb, 5.10
2r02/2r02_cplx.pdb, 5.10
2r9w/2r9w_cplx.pdb, 5.10
3bxs/3bxs_cplx.pdb, 5.10
3gy4/3gy4_cplx.pdb, 5.10
3h22/3h22_cplx.pdb, 5.10
3nif/3nif_cplx.pdb, 5.10
3p4v/3p4v_cplx.pdb, 5.10
3qw8/3qw8_cplx.pdb, 5.10
3syr/3syr_cplx.pdb, 5.10
3u3f/3u3f_cplx.pdb, 5.10
3ujb/3ujb_cplx.pdb, 5.10
3vp2/3vp2_cplx.pdb, 5.10
3zvy/3zvy_cplx.pdb, 5.10
4b77/4b77_cplx.pdb, 5.10
4cdr/4cdr_cplx.pdb, 5.10
4dcs/4dcs_cplx.pdb, 5.10
4ejf/4ejf_cplx.pdb, 5.10
4h3q/4h3q_cplx.pdb, 5.10
4iho/4iho_cplx.pdb, 5.10
4qsh/4qsh_cplx.pdb, 5.10
4qsk/4qsk_cplx.pdb, 5.10
4qvn/4qvn_cplx.pdb, 5.10
4rkx/4rkx_cplx.pdb, 5.10
4rn6/4rn6_cplx.pdb, 5.10
4tk3/4tk3_cplx.pdb, 5.10
4tk4/4tk4_cplx.pdb, 5.10
4ux9/4ux9_cplx.pdb, 5.10
4ydf/4ydf_cplx.pdb, 5.10
5d3h/5d3h_cplx.pdb, 5.10
5f39/5f39_cplx.pdb, 5.10
5iv2/5iv2_cplx.pdb, 5.10
5q1h/5q1h_cplx.pdb, 5.10
5xhr/5xhr_cplx.pdb, 5.10
6ap8/6ap8_cplx.pdb, 5.10
6ce6/6ce6_cplx.pdb, 5.10
1k4h/1k4h_cplx.pdb, 5.11
1yp9/1yp9_cplx.pdb, 5.11
2h6q/2h6q_cplx.pdb, 5.11
3gpj/3gpj_cplx.pdb, 5.11
3hnb/3hnb_cplx.pdb, 5.11
3k4d/3k4d_cplx.pdb, 5.11
3ozj/3ozj_cplx.pdb, 5.11
4b6u/4b6u_cplx.pdb, 5.11
4e49/4e49_cplx.pdb, 5.11
4em7/4em7_cplx.pdb, 5.11
4gly/4gly_cplx.pdb, 5.11
4qfl/4qfl_cplx.pdb, 5.11
5c7d/5c7d_cplx.pdb, 5.11
5kej/5kej_cplx.pdb, 5.11
5lbq/5lbq_cplx.pdb, 5.11
5lm6/5lm6_cplx.pdb, 5.11
5ngf/5ngf_cplx.pdb, 5.11
5ogk/5ogk_cplx.pdb, 5.11
5u0e/5u0e_cplx.pdb, 5.11
5vqu/5vqu_cplx.pdb, 5.11
5y0x/5y0x_cplx.pdb, 5.11
6f0y/6f0y_cplx.pdb, 5.11
1qaw/1qaw_cplx.pdb, 5.12
1uv6/1uv6_cplx.pdb, 5.12
2i5f/2i5f_cplx.pdb, 5.12
2web/2web_cplx.pdb, 5.12
2y8o/2y8o_cplx.pdb, 5.12
2yjw/2yjw_cplx.pdb, 5.12
2yjx/2yjx_cplx.pdb, 5.12
3bki/3bki_cplx.pdb, 5.12
3hb8/3hb8_cplx.pdb, 5.12
3kad/3kad_cplx.pdb, 5.12
3n2c/3n2c_cplx.pdb, 5.12
3nkx/3nkx_cplx.pdb, 5.12
3tu9/3tu9_cplx.pdb, 5.12
3zso/3zso_cplx.pdb, 5.12
4ay6/4ay6_cplx.pdb, 5.12
4bio/4bio_cplx.pdb, 5.12
4f1l/4f1l_cplx.pdb, 5.12
4gj6/4gj6_cplx.pdb, 5.12
4h81/4h81_cplx.pdb, 5.12
4kiw/4kiw_cplx.pdb, 5.12
4m5n/4m5n_cplx.pdb, 5.12
4pci/4pci_cplx.pdb, 5.12
4zed/4zed_cplx.pdb, 5.12
5d1w/5d1w_cplx.pdb, 5.12
5f74/5f74_cplx.pdb, 5.12
5vsb/5vsb_cplx.pdb, 5.12
5wkm/5wkm_cplx.pdb, 5.12
5y1u/5y1u_cplx.pdb, 5.12
6bh8/6bh8_cplx.pdb, 5.12
1gcz/1gcz_cplx.pdb, 5.13
1hti/1hti_cplx.pdb, 5.13
2kwn/2kwn_cplx.pdb, 5.13
2x4t/2x4t_cplx.pdb, 5.13
3aza/3aza_cplx.pdb, 5.13
3o8g/3o8g_cplx.pdb, 5.13
3s9e/3s9e_cplx.pdb, 5.13
3wk4/3wk4_cplx.pdb, 5.13
4ezt/4ezt_cplx.pdb, 5.13
4flj/4flj_cplx.pdb, 5.13
4l7c/4l7c_cplx.pdb, 5.13
4qms/4qms_cplx.pdb, 5.13
5d3p/5d3p_cplx.pdb, 5.13
5hda/5hda_cplx.pdb, 5.13
6f9u/6f9u_cplx.pdb, 5.13
1pmx/1pmx_cplx.pdb, 5.14
1w2x/1w2x_cplx.pdb, 5.14
1y3x/1y3x_cplx.pdb, 5.14
1zzz/1zzz_cplx.pdb, 5.14
2br1/2br1_cplx.pdb, 5.14
2hqu/2hqu_cplx.pdb, 5.14
2lct/2lct_cplx.pdb, 5.14
2xi7/2xi7_cplx.pdb, 5.14
2yaz/2yaz_cplx.pdb, 5.14
2zjv/2zjv_cplx.pdb, 5.14
3bls/3bls_cplx.pdb, 5.14
3kr2/3kr2_cplx.pdb, 5.14
3pj2/3pj2_cplx.pdb, 5.14
3sow/3sow_cplx.pdb, 5.14
3tao/3tao_cplx.pdb, 5.14
3wuu/3wuu_cplx.pdb, 5.14
4aua/4aua_cplx.pdb, 5.14
4bdj/4bdj_cplx.pdb, 5.14
4c1g/4c1g_cplx.pdb, 5.14
4ejl/4ejl_cplx.pdb, 5.14
4iks/4iks_cplx.pdb, 5.14
4qw0/4qw0_cplx.pdb, 5.14
4xjt/4xjt_cplx.pdb, 5.14
5btr/5btr_cplx.pdb, 5.14
5kva/5kva_cplx.pdb, 5.14
5q11/5q11_cplx.pdb, 5.14
5zh4/5zh4_cplx.pdb, 5.14
6b7c/6b7c_cplx.pdb, 5.14
6dak/6dak_cplx.pdb, 5.14
6gw1/6gw1_cplx.pdb, 5.14
6gzl/6gzl_cplx.pdb, 5.14
6mvx/6mvx_cplx.pdb, 5.14
6mx3/6mx3_cplx.pdb, 5.14
1g6s/1g6s_cplx.pdb, 5.15
1jcx/1jcx_cplx.pdb, 5.15
1jvu/1jvu_cplx.pdb, 5.15
1kna/1kna_cplx.pdb, 5.15
1ljt/1ljt_cplx.pdb, 5.15
1lkx/1lkx_cplx.pdb, 5.15
1mzs/1mzs_cplx.pdb, 5.15
1o0m/1o0m_cplx.pdb, 5.15
1pb8/1pb8_cplx.pdb, 5.15
1qk3/1qk3_cplx.pdb, 5.15
1qxw/1qxw_cplx.pdb, 5.15
1s38/1s38_cplx.pdb, 5.15
1skj/1skj_cplx.pdb, 5.15
1t1s/1t1s_cplx.pdb, 5.15
1thz/1thz_cplx.pdb, 5.15
2afx/2afx_cplx.pdb, 5.15
2go4/2go4_cplx.pdb, 5.15
2gtv/2gtv_cplx.pdb, 5.15
2knh/2knh_cplx.pdb, 5.15
2o5d/2o5d_cplx.pdb, 5.15
2ooz/2ooz_cplx.pdb, 5.15
2r03/2r03_cplx.pdb, 5.15
2r05/2r05_cplx.pdb, 5.15
2xrw/2xrw_cplx.pdb, 5.15
2xs0/2xs0_cplx.pdb, 5.15
3b95/3b95_cplx.pdb, 5.15
3e6k/3e6k_cplx.pdb, 5.15
3l5c/3l5c_cplx.pdb, 5.15
3msl/3msl_cplx.pdb, 5.15
3n49/3n49_cplx.pdb, 5.15
3ozr/3ozr_cplx.pdb, 5.15
3p8e/3p8e_cplx.pdb, 5.15
3udn/3udn_cplx.pdb, 5.15
4b83/4b83_cplx.pdb, 5.15
4h85/4h85_cplx.pdb, 5.15
4jpx/4jpx_cplx.pdb, 5.15
4pce/4pce_cplx.pdb, 5.15
4qip/4qip_cplx.pdb, 5.15
4qrh/4qrh_cplx.pdb, 5.15
4qvv/4qvv_cplx.pdb, 5.15
4qzw/4qzw_cplx.pdb, 5.15
4w9e/4w9e_cplx.pdb, 5.15
5alw/5alw_cplx.pdb, 5.15
5djp/5djp_cplx.pdb, 5.15
5gp7/5gp7_cplx.pdb, 5.15
5kqg/5kqg_cplx.pdb, 5.15
5mwz/5mwz_cplx.pdb, 5.15
5vew/5vew_cplx.pdb, 5.15
5xg4/5xg4_cplx.pdb, 5.15
5y2f/5y2f_cplx.pdb, 5.15
6b95/6b95_cplx.pdb, 5.15
6f8t/6f8t_cplx.pdb, 5.15
1jqd/1jqd_cplx.pdb, 5.16
1oe0/1oe0_cplx.pdb, 5.16
1q1m/1q1m_cplx.pdb, 5.16
2ltv/2ltv_cplx.pdb, 5.16
2y2k/2y2k_cplx.pdb, 5.16
3b27/3b27_cplx.pdb, 5.16
3ctr/3ctr_cplx.pdb, 5.16
3lqi/3lqi_cplx.pdb, 5.16
4fqo/4fqo_cplx.pdb, 5.16
5ow8/5ow8_cplx.pdb, 5.16
5th7/5th7_cplx.pdb, 5.16
5ufc/5ufc_cplx.pdb, 5.16
5v83/5v83_cplx.pdb, 5.16
6mjf/6mjf_cplx.pdb, 5.16
1q0b/1q0b_cplx.pdb, 5.17
2f5t/2f5t_cplx.pdb, 5.17
2ynn/2ynn_cplx.pdb, 5.17
2zfp/2zfp_cplx.pdb, 5.17
3b7j/3b7j_cplx.pdb, 5.17
3eht/3eht_cplx.pdb, 5.17
3nzx/3nzx_cplx.pdb, 5.17
3rni/3rni_cplx.pdb, 5.17
3tc5/3tc5_cplx.pdb, 5.17
3uvw/3uvw_cplx.pdb, 5.17
3wuv/3wuv_cplx.pdb, 5.17
4gkm/4gkm_cplx.pdb, 5.17
4h3b/4h3b_cplx.pdb, 5.17
4kp4/4kp4_cplx.pdb, 5.17
4m5i/4m5i_cplx.pdb, 5.17
4mdm/4mdm_cplx.pdb, 5.17
5ahw/5ahw_cplx.pdb, 5.17
5aut/5aut_cplx.pdb, 5.17
5diq/5diq_cplx.pdb, 5.17
5fdz/5fdz_cplx.pdb, 5.17
5hm3/5hm3_cplx.pdb, 5.17
5svi/5svi_cplx.pdb, 5.17
5ubg/5ubg_cplx.pdb, 5.17
6cbf/6cbf_cplx.pdb, 5.17
6evo/6evo_cplx.pdb, 5.17
6hf5/6hf5_cplx.pdb, 5.17
6hwz/6hwz_cplx.pdb, 5.17
1ft7/1ft7_cplx.pdb, 5.18
1xur/1xur_cplx.pdb, 5.18
2p9a/2p9a_cplx.pdb, 5.18
2qrg/2qrg_cplx.pdb, 5.18
3iqv/3iqv_cplx.pdb, 5.18
3kag/3kag_cplx.pdb, 5.18
3w37/3w37_cplx.pdb, 5.18
4duh/4duh_cplx.pdb, 5.18
4iif/4iif_cplx.pdb, 5.18
4u73/4u73_cplx.pdb, 5.18
4zs3/4zs3_cplx.pdb, 5.18
5tbp/5tbp_cplx.pdb, 5.18
6ar9/6ar9_cplx.pdb, 5.18
6dnp/6dnp_cplx.pdb, 5.18
1ocq/1ocq_cplx.pdb, 5.19
1ogg/1ogg_cplx.pdb, 5.19
1oxr/1oxr_cplx.pdb, 5.19
1rnt/1rnt_cplx.pdb, 5.19
2c5o/2c5o_cplx.pdb, 5.19
2ko7/2ko7_cplx.pdb, 5.19
2lha/2lha_cplx.pdb, 5.19
2mnz/2mnz_cplx.pdb, 5.19
2nxm/2nxm_cplx.pdb, 5.19
2qdt/2qdt_cplx.pdb, 5.19
2xey/2xey_cplx.pdb, 5.19
3kjn/3kjn_cplx.pdb, 5.19
3s1g/3s1g_cplx.pdb, 5.19
3t4p/3t4p_cplx.pdb, 5.19
3twr/3twr_cplx.pdb, 5.19
3vfq/3vfq_cplx.pdb, 5.19
4ezz/4ezz_cplx.pdb, 5.19
4fxf/4fxf_cplx.pdb, 5.19
4g0l/4g0l_cplx.pdb, 5.19
4m0z/4m0z_cplx.pdb, 5.19
4ono/4ono_cplx.pdb, 5.19
4qok/4qok_cplx.pdb, 5.19
5h21/5h21_cplx.pdb, 5.19
5otz/5otz_cplx.pdb, 5.19
6cj5/6cj5_cplx.pdb, 5.19
6dq5/6dq5_cplx.pdb, 5.19
1kll/1kll_cplx.pdb, 5.20
2pmn/2pmn_cplx.pdb, 5.20
3kqs/3kqs_cplx.pdb, 5.20
3ov1/3ov1_cplx.pdb, 5.20
3qj0/3qj0_cplx.pdb, 5.20
3t7g/3t7g_cplx.pdb, 5.20
3tjm/3tjm_cplx.pdb, 5.20
3uu1/3uu1_cplx.pdb, 5.20
3wk6/3wk6_cplx.pdb, 5.20
4a6s/4a6s_cplx.pdb, 5.20
4b70/4b70_cplx.pdb, 5.20
4bw2/4bw2_cplx.pdb, 5.20
4ezq/4ezq_cplx.pdb, 5.20
4ezr/4ezr_cplx.pdb, 5.20
4lk6/4lk6_cplx.pdb, 5.20
4mk0/4mk0_cplx.pdb, 5.20
4qvq/4qvq_cplx.pdb, 5.20
5a7j/5a7j_cplx.pdb, 5.20
5aia/5aia_cplx.pdb, 5.20
5emb/5emb_cplx.pdb, 5.20
5f91/5f91_cplx.pdb, 5.20
5g1p/5g1p_cplx.pdb, 5.20
5hg1/5hg1_cplx.pdb, 5.20
5lu2/5lu2_cplx.pdb, 5.20
5q10/5q10_cplx.pdb, 5.20
1nw5/1nw5_cplx.pdb, 5.21
1o2r/1o2r_cplx.pdb, 5.21
1ox9/1ox9_cplx.pdb, 5.21
1re1/1re1_cplx.pdb, 5.21
2brg/2brg_cplx.pdb, 5.21
2mlm/2mlm_cplx.pdb, 5.21
3b2t/3b2t_cplx.pdb, 5.21
3bcs/3bcs_cplx.pdb, 5.21
3ilq/3ilq_cplx.pdb, 5.21
3nsq/3nsq_cplx.pdb, 5.21
3qiz/3qiz_cplx.pdb, 5.21
3rth/3rth_cplx.pdb, 5.21
3wqv/3wqv_cplx.pdb, 5.21
4cwo/4cwo_cplx.pdb, 5.21
4few/4few_cplx.pdb, 5.21
4h2m/4h2m_cplx.pdb, 5.21
4ifh/4ifh_cplx.pdb, 5.21
4je8/4je8_cplx.pdb, 5.21
4m0r/4m0r_cplx.pdb, 5.21
4mds/4mds_cplx.pdb, 5.21
4qz2/4qz2_cplx.pdb, 5.21
5e0j/5e0j_cplx.pdb, 5.21
5mxr/5mxr_cplx.pdb, 5.21
5o9q/5o9q_cplx.pdb, 5.21
5oje/5oje_cplx.pdb, 5.21
5trk/5trk_cplx.pdb, 5.21
5ty1/5ty1_cplx.pdb, 5.21
5ty9/5ty9_cplx.pdb, 5.21
5wag/5wag_cplx.pdb, 5.21
5x13/5x13_cplx.pdb, 5.21
6asu/6asu_cplx.pdb, 5.21
6f8b/6f8b_cplx.pdb, 5.21
6g84/6g84_cplx.pdb, 5.21
6g85/6g85_cplx.pdb, 5.21
7prc/7prc_cplx.pdb, 5.21
16pk/16pk_cplx.pdb, 5.22
1bq4/1bq4_cplx.pdb, 5.22
1f3j/1f3j_cplx.pdb, 5.22
1gi9/1gi9_cplx.pdb, 5.22
1gjd/1gjd_cplx.pdb, 5.22
1h1h/1h1h_cplx.pdb, 5.22
1irs/1irs_cplx.pdb, 5.22
1j17/1j17_cplx.pdb, 5.22
1o5c/1o5c_cplx.pdb, 5.22
1pw6/1pw6_cplx.pdb, 5.22
1ucn/1ucn_cplx.pdb, 5.22
1w4o/1w4o_cplx.pdb, 5.22
1zea/1zea_cplx.pdb, 5.22
1zz2/1zz2_cplx.pdb, 5.22
2gnf/2gnf_cplx.pdb, 5.22
2gnj/2gnj_cplx.pdb, 5.22
2gz2/2gz2_cplx.pdb, 5.22
2hxm/2hxm_cplx.pdb, 5.22
2koh/2koh_cplx.pdb, 5.22
2qbx/2qbx_cplx.pdb, 5.22
2rfy/2rfy_cplx.pdb, 5.22
2wzm/2wzm_cplx.pdb, 5.22
2xow/2xow_cplx.pdb, 5.22
2xwy/2xwy_cplx.pdb, 5.22
2zxd/2zxd_cplx.pdb, 5.22
3dne/3dne_cplx.pdb, 5.22
3ds3/3ds3_cplx.pdb, 5.22
3h85/3h85_cplx.pdb, 5.22
3ijz/3ijz_cplx.pdb, 5.22
3iof/3iof_cplx.pdb, 5.22
3lq2/3lq2_cplx.pdb, 5.22
3lq4/3lq4_cplx.pdb, 5.22
3ms9/3ms9_cplx.pdb, 5.22
3n1c/3n1c_cplx.pdb, 5.22
3n5j/3n5j_cplx.pdb, 5.22
3nti/3nti_cplx.pdb, 5.22
3o6t/3o6t_cplx.pdb, 5.22
3osi/3osi_cplx.pdb, 5.22
3ppp/3ppp_cplx.pdb, 5.22
3q71/3q71_cplx.pdb, 5.22
3qxt/3qxt_cplx.pdb, 5.22
3udp/3udp_cplx.pdb, 5.22
3vbw/3vbw_cplx.pdb, 5.22
4kup/4kup_cplx.pdb, 5.22
4lrr/4lrr_cplx.pdb, 5.22
4r5g/4r5g_cplx.pdb, 5.22
4u71/4u71_cplx.pdb, 5.22
4z8d/4z8d_cplx.pdb, 5.22
5cgj/5cgj_cplx.pdb, 5.22
5dhs/5dhs_cplx.pdb, 5.22
5dkr/5dkr_cplx.pdb, 5.22
5ev8/5ev8_cplx.pdb, 5.22
5ioy/5ioy_cplx.pdb, 5.22
5ja0/5ja0_cplx.pdb, 5.22
5ksv/5ksv_cplx.pdb, 5.22
5u6k/5u6k_cplx.pdb, 5.22
6di0/6di0_cplx.pdb, 5.22
6f4n/6f4n_cplx.pdb, 5.22
1b4z/1b4z_cplx.pdb, 5.23
1ndw/1ndw_cplx.pdb, 5.23
2q38/2q38_cplx.pdb, 5.23
3dcq/3dcq_cplx.pdb, 5.23
3lc3/3lc3_cplx.pdb, 5.23
3pxy/3pxy_cplx.pdb, 5.23
3pxz/3pxz_cplx.pdb, 5.23
3wqw/3wqw_cplx.pdb, 5.23
4m5k/4m5k_cplx.pdb, 5.23
4mh7/4mh7_cplx.pdb, 5.23
4qp7/4qp7_cplx.pdb, 5.23
5ema/5ema_cplx.pdb, 5.23
5tzo/5tzo_cplx.pdb, 5.23
5zms/5zms_cplx.pdb, 5.23
6bhv/6bhv_cplx.pdb, 5.23
1fh7/1fh7_cplx.pdb, 5.24
1hk5/1hk5_cplx.pdb, 5.24
1q8w/1q8w_cplx.pdb, 5.24
1s89/1s89_cplx.pdb, 5.24
1zrz/1zrz_cplx.pdb, 5.24
2jfz/2jfz_cplx.pdb, 5.24
2k3w/2k3w_cplx.pdb, 5.24
2lsr/2lsr_cplx.pdb, 5.24
2qq7/2qq7_cplx.pdb, 5.24
2vgc/2vgc_cplx.pdb, 5.24
2vvt/2vvt_cplx.pdb, 5.24
3aw0/3aw0_cplx.pdb, 5.24
3e16/3e16_cplx.pdb, 5.24
3m59/3m59_cplx.pdb, 5.24
3mle/3mle_cplx.pdb, 5.24
3mqf/3mqf_cplx.pdb, 5.24
3okh/3okh_cplx.pdb, 5.24
3pb8/3pb8_cplx.pdb, 5.24
3qck/3qck_cplx.pdb, 5.24
3qxh/3qxh_cplx.pdb, 5.24
3r01/3r01_cplx.pdb, 5.24
3rjc/3rjc_cplx.pdb, 5.24
3tz2/3tz2_cplx.pdb, 5.24
3ueu/3ueu_cplx.pdb, 5.24
4drm/4drm_cplx.pdb, 5.24
4drn/4drn_cplx.pdb, 5.24
4e81/4e81_cplx.pdb, 5.24
4f7j/4f7j_cplx.pdb, 5.24
4fk7/4fk7_cplx.pdb, 5.24
4gue/4gue_cplx.pdb, 5.24
4idn/4idn_cplx.pdb, 5.24
4ih7/4ih7_cplx.pdb, 5.24
4j70/4j70_cplx.pdb, 5.24
4non/4non_cplx.pdb, 5.24
4o7e/4o7e_cplx.pdb, 5.24
4utx/4utx_cplx.pdb, 5.24
4uua/4uua_cplx.pdb, 5.24
4x6s/4x6s_cplx.pdb, 5.24
4y59/4y59_cplx.pdb, 5.24
4zv1/4zv1_cplx.pdb, 5.24
5d24/5d24_cplx.pdb, 5.24
5d3j/5d3j_cplx.pdb, 5.24
5d6q/5d6q_cplx.pdb, 5.24
5edd/5edd_cplx.pdb, 5.24
5hjd/5hjd_cplx.pdb, 5.24
5n7x/5n7x_cplx.pdb, 5.24
5w1e/5w1e_cplx.pdb, 5.24
6cf6/6cf6_cplx.pdb, 5.24
1okw/1okw_cplx.pdb, 5.25
2bfr/2bfr_cplx.pdb, 5.25
2pv3/2pv3_cplx.pdb, 5.25
2xl2/2xl2_cplx.pdb, 5.25
2xl3/2xl3_cplx.pdb, 5.25
3pj3/3pj3_cplx.pdb, 5.25
3r24/3r24_cplx.pdb, 5.25
3tdj/3tdj_cplx.pdb, 5.25
3u1i/3u1i_cplx.pdb, 5.25
4flk/4flk_cplx.pdb, 5.25
4j2c/4j2c_cplx.pdb, 5.25
4pkv/4pkv_cplx.pdb, 5.25
5b5f/5b5f_cplx.pdb, 5.25
5b5g/5b5g_cplx.pdb, 5.25
5du4/5du4_cplx.pdb, 5.25
5nfa/5nfa_cplx.pdb, 5.25
5q17/5q17_cplx.pdb, 5.25
5twj/5twj_cplx.pdb, 5.25
5xup/5xup_cplx.pdb, 5.25
5yie/5yie_cplx.pdb, 5.25
6ccm/6ccm_cplx.pdb, 5.25
6fc6/6fc6_cplx.pdb, 5.25
1v0o/1v0o_cplx.pdb, 5.26
1w4q/1w4q_cplx.pdb, 5.26
2brn/2brn_cplx.pdb, 5.26
2oz6/2oz6_cplx.pdb, 5.26
2qft/2qft_cplx.pdb, 5.26
2vcb/2vcb_cplx.pdb, 5.26
3n9s/3n9s_cplx.pdb, 5.26
3sb0/3sb0_cplx.pdb, 5.26
3twx/3twx_cplx.pdb, 5.26
4jaj/4jaj_cplx.pdb, 5.26
4l1u/4l1u_cplx.pdb, 5.26
4omj/4omj_cplx.pdb, 5.26
4qz5/4qz5_cplx.pdb, 5.26
4r5x/4r5x_cplx.pdb, 5.26
4w9g/4w9g_cplx.pdb, 5.26
5a7i/5a7i_cplx.pdb, 5.26
5akz/5akz_cplx.pdb, 5.26
5c7c/5c7c_cplx.pdb, 5.26
5gs9/5gs9_cplx.pdb, 5.26
5iq6/5iq6_cplx.pdb, 5.26
5kxc/5kxc_cplx.pdb, 5.26
5vlk/5vlk_cplx.pdb, 5.26
6fdp/6fdp_cplx.pdb, 5.26
1qca/1qca_cplx.pdb, 5.27
2az5/2az5_cplx.pdb, 5.27
2lsv/2lsv_cplx.pdb, 5.27
2x7u/2x7u_cplx.pdb, 5.27
3bmo/3bmo_cplx.pdb, 5.27
3chp/3chp_cplx.pdb, 5.27
3g2u/3g2u_cplx.pdb, 5.27
3sz9/3sz9_cplx.pdb, 5.27
3tkw/3tkw_cplx.pdb, 5.27
3zrc/3zrc_cplx.pdb, 5.27
4jfs/4jfs_cplx.pdb, 5.27
4pl4/4pl4_cplx.pdb, 5.27
4r6w/4r6w_cplx.pdb, 5.27
4r6x/4r6x_cplx.pdb, 5.27
4yzm/4yzm_cplx.pdb, 5.27
4zx6/4zx6_cplx.pdb, 5.27
5hwu/5hwu_cplx.pdb, 5.27
5ir1/5ir1_cplx.pdb, 5.27
5irr/5irr_cplx.pdb, 5.27
5ltn/5ltn_cplx.pdb, 5.27
5mxo/5mxo_cplx.pdb, 5.27
5v5d/5v5d_cplx.pdb, 5.27
6cj1/6cj1_cplx.pdb, 5.27
1b46/1b46_cplx.pdb, 5.28
1ckb/1ckb_cplx.pdb, 5.28
1f5l/1f5l_cplx.pdb, 5.28
1kfy/1kfy_cplx.pdb, 5.28
1s5q/1s5q_cplx.pdb, 5.28
2uw4/2uw4_cplx.pdb, 5.28
2vip/2vip_cplx.pdb, 5.28
2x2l/2x2l_cplx.pdb, 5.28
2yjq/2yjq_cplx.pdb, 5.28
3bbf/3bbf_cplx.pdb, 5.28
3coj/3coj_cplx.pdb, 5.28
3hxc/3hxc_cplx.pdb, 5.28
3o5x/3o5x_cplx.pdb, 5.28
3t4h/3t4h_cplx.pdb, 5.28
3zmh/3zmh_cplx.pdb, 5.28
4e70/4e70_cplx.pdb, 5.28
4gxl/4gxl_cplx.pdb, 5.28
4j46/4j46_cplx.pdb, 5.28
4n9b/4n9b_cplx.pdb, 5.28
5e0m/5e0m_cplx.pdb, 5.28
5ect/5ect_cplx.pdb, 5.28
5faq/5faq_cplx.pdb, 5.28
5g5f/5g5f_cplx.pdb, 5.28
5ief/5ief_cplx.pdb, 5.28
5urj/5urj_cplx.pdb, 5.28
5urm/5urm_cplx.pdb, 5.28
5vqq/5vqq_cplx.pdb, 5.28
5xpi/5xpi_cplx.pdb, 5.28
6ei4/6ei4_cplx.pdb, 5.28
6g0w/6g0w_cplx.pdb, 5.28
1c88/1c88_cplx.pdb, 5.29
1wum/1wum_cplx.pdb, 5.29
2wc4/2wc4_cplx.pdb, 5.29
2xzw/2xzw_cplx.pdb, 5.29
3che/3che_cplx.pdb, 5.29
3pcu/3pcu_cplx.pdb, 5.29
4fll/4fll_cplx.pdb, 5.29
4mhs/4mhs_cplx.pdb, 5.29
4u0g/4u0g_cplx.pdb, 5.29
4wy1/4wy1_cplx.pdb, 5.29
5hrv/5hrv_cplx.pdb, 5.29
5hrx/5hrx_cplx.pdb, 5.29
5y59/5y59_cplx.pdb, 5.29
5yls/5yls_cplx.pdb, 5.29
1a69/1a69_cplx.pdb, 5.30
1di9/1di9_cplx.pdb, 5.30
1g9a/1g9a_cplx.pdb, 5.30
1g9b/1g9b_cplx.pdb, 5.30
1g9c/1g9c_cplx.pdb, 5.30
1g9d/1g9d_cplx.pdb, 5.30
1h6h/1h6h_cplx.pdb, 5.30
1jg0/1jg0_cplx.pdb, 5.30
1o0f/1o0f_cplx.pdb, 5.30
1p4u/1p4u_cplx.pdb, 5.30
1pdq/1pdq_cplx.pdb, 5.30
1pr1/1pr1_cplx.pdb, 5.30
1srg/1srg_cplx.pdb, 5.30
1v2h/1v2h_cplx.pdb, 5.30
1vyq/1vyq_cplx.pdb, 5.30
1w0x/1w0x_cplx.pdb, 5.30
1xbb/1xbb_cplx.pdb, 5.30
1yxd/1yxd_cplx.pdb, 5.30
2fsa/2fsa_cplx.pdb, 5.30
2gph/2gph_cplx.pdb, 5.30
2ke1/2ke1_cplx.pdb, 5.30
2m3o/2m3o_cplx.pdb, 5.30
2o1v/2o1v_cplx.pdb, 5.30
2oyk/2oyk_cplx.pdb, 5.30
2q7q/2q7q_cplx.pdb, 5.30
2vj1/2vj1_cplx.pdb, 5.30
2vk6/2vk6_cplx.pdb, 5.30
2ww0/2ww0_cplx.pdb, 5.30
2zxb/2zxb_cplx.pdb, 5.30
3b9s/3b9s_cplx.pdb, 5.30
3btr/3btr_cplx.pdb, 5.30
3ckr/3ckr_cplx.pdb, 5.30
3cpc/3cpc_cplx.pdb, 5.30
3ebb/3ebb_cplx.pdb, 5.30
3elj/3elj_cplx.pdb, 5.30
3eql/3eql_cplx.pdb, 5.30
3gpo/3gpo_cplx.pdb, 5.30
3hs8/3hs8_cplx.pdb, 5.30
3jzf/3jzf_cplx.pdb, 5.30
3jzi/3jzi_cplx.pdb, 5.30
3p8h/3p8h_cplx.pdb, 5.30
3p9l/3p9l_cplx.pdb, 5.30
3pgl/3pgl_cplx.pdb, 5.30
3ppo/3ppo_cplx.pdb, 5.30
3q2a/3q2a_cplx.pdb, 5.30
3r8u/3r8u_cplx.pdb, 5.30
3ri1/3ri1_cplx.pdb, 5.30
3upv/3upv_cplx.pdb, 5.30
4dhu/4dhu_cplx.pdb, 5.30
4dx9/4dx9_cplx.pdb, 5.30
4e5i/4e5i_cplx.pdb, 5.30
4emt/4emt_cplx.pdb, 5.30
4jvi/4jvi_cplx.pdb, 5.30
4mic/4mic_cplx.pdb, 5.30
4nuf/4nuf_cplx.pdb, 5.30
4o55/4o55_cplx.pdb, 5.30
4ob0/4ob0_cplx.pdb, 5.30
4oem/4oem_cplx.pdb, 5.30
4wi1/4wi1_cplx.pdb, 5.30
4x1q/4x1q_cplx.pdb, 5.30
4xsy/4xsy_cplx.pdb, 5.30
4xue/4xue_cplx.pdb, 5.30
4z0d/4z0d_cplx.pdb, 5.30
